khemaka	安稳
magadhanāḷi	摩揭陀筒升
kāmavitakka	欲寻
avasesa	剩余的
karaṇattha	方式状语
cūḷodara	小腹
godhāgāma	蜥蜴村
paṭṭhānapakaraṇa-anuṭīkā	众缘论·再复注
kāmasukhallikānuyoga	沉迷欲乐行
mānā	慢
buddhavaṃsa-aṭṭhakathā	佛宗·义注
āsappana	不信
kaṭāha	盆
bhūtapāla	菩塔巴勒
bhikkhuvagga	《比库品》
hīnohamasmīti mana	卑慢
pubbavaṭṭi	脓液
Jīvaka	吉娃噶
saṅkhata	有为
anavajja	无过的
chandādhipateyyasuddhikasuññata	被欲主导的清净空性
bhaddavatī	跋答瓦帝
ñattiaparāmasana	未宣布提案
satta saṅkhāra kelāyana puggala parivajjanatā	远离执著众生和行的人
vippayuttapaccaya	不相应缘
samādhindriya	定根
atthapaṭisambhidā	义无碍解智
puññiddhi	功德神变
anāthapiṇḍika	给孤独
saṃvāsatthenaka	共住贼住
udāharaṇa	喻
maggapariyāpanna	道所摄
tajjāmanoviññāṇadhātu	相应的意识界
dhūmasikha	烟顶
pabhavo	来源
uragajātaka	《蛇本生》
āhaccapādaka	活动腿床
tatramajjhattatā cetasika	中舍性心所
abyākatamūla	无记根
pāpaka	恶
dhammāyatanapariyāpanna	法处所摄
cakkhuviññāṇassa	眼识的
upādābhājanīya	取的分类
yakkhayonī	被祭祀者的起源
နည်း	呢？
upāsikāparisā	近事女众
apacāyana	恭敬
abyāpāranaya	不追求理
ghānadhātu	鼻界
magga sacca	道谛
apariyāpanna	非所摄
လေ့ရှိ	常常
sāvajjadukkhavipāka lakkhaṇa	有过苦报相
pañcasandhika	五节
buddhuppāda navamakhaṇa	佛陀出世第九刹时
uddhaccasahaga cittuppāda	掉举俱名法
yakkha	被祭的神灵
dabba	达巴
undefineda jarāmaraṇa！’	生缘老死
rūḷhī	比喻
bhavataṇhā	有爱
kantāra	险难处
ānāpānassatikammaṭṭhāna	入出息念业处
paṭisanthāra	承迎（承受迎接）
aniyyānika	非出离
upatissagāma	伍巴帝思村
taṇhā	渴爱
sabhāvarūpa	有各自属性的物质
lobhamūla	贪根
Evaṃdhammatā	如是法性
payogābhisaṅkhār	加行行
bhaya	畏惧
soḷasakkhattuka	十六次法
nāgamāṇavaka	龙族青年
saññākkhandha	想蕴
koviḷārarukkha	刺桐树
mahāpavāraṇadivasa	大邀请日
nakkhatta	星宿节
appamādavagga	不放逸品
upasampadāmāḷa	达上堂
bhava	有
vacīkamma	语业
sukhapaṭipada	乐行道
sarīracetiya	舍利洁地
gahapati	家主
diṭṭhigatasampayutta	邪见相应
sappurisupanissaya	亲近善士
anta	元
Anattalakkhaṇa Sutta	《无我相经》
bahubbīhi	多财释
sammādiṭṭhi ñāṇa	正见智
Visuddhi Magga	《清净之道》
māna gāha	慢执
pabbājanīyakammaṃ	驱出甘马
kasiṇapaṭiloma	逆遍
sajjhāyabahula	诵经
cittarāja	缤纷王
Ubbegā pīti	踊跃喜
mahāvihāra	大寺
vatthuka	依处
sabhāga eka oja samuṭṭhāna rūpa	同一食素等起的色
upacāra samādhi	近行定
taṇhākāya	贪爱身
viññāṇakkhandā	识蕴
asambodha	没有完全了悟
jhānalābhī puggala	获禅者
ānāpāna	入出息
paññindare	慧力
kammaja-ojā	业生食素
DET	出发地 ➡ 出发
ugghaṭitaññū	敏锐知者
nissayamuccana	离依止
cakkhuviññāṇānantara	眼识
paṭhamapārājikasamuṭṭhāna	第一巴拉基卡等起
cittalapabbata	吉达拉山
mānā	慢
nissaraṇaviveka	诀别远离
ekūppāda	一起出现
parānuddayatāpaṭisaṃyutta	类似怜悯他人相应
cittuppāda	心生起
တနည်း	此外
ārācārī	德行
seyyathāpi	正如
visākhamāsa	维萨卡月
puññābhisaṅkhāra	福行
pilotikatissa	破衣帝思
utena	屋迭那
sikkhākaraṇīya	应做训练
ahetuka	无因
abhedabhedūpacā	以有异喻无异
DET	出发地 ➡ 出发
sacchikātabbaṃ sacchikataṃ	应被体证的已被体证
vimuttāyatana	解脱基础
catukkanipāta-ṭīkā	第四集·复注
purindado	富兰陀罗
tadaṅgaviveka	彼分远离
parisāsampatti	众的成就
pāthikavagga	巴提格品
sīhaḷabhāsā	新哈嘞语
pītittika	喜三法
lokuttaracitta	出世间心
sīlakkhandha	戒蕴
vinataka	象鼻山
diṭṭhivisūkāyika	见刺
caturāpassena	具备四重保护者（亲近，堪忍，舍离，遣除）
ariyasacca	圣谛
Dhammacakkappavattana suttan	转法轮经
cakkhu dvāra vīthi	眼门心路
vīriya	精进
aggamahesī	皇后
nirattā	非我
kuñjarasāla	象堂
ākāsadhātu	空界
vīmaṃsā	思维
Yadanicca Sutta	《凡无常经》
devadaha	天湖
byagga	飘浮
caus	使役
nom	主格
vedaka	受者
paricchinnākāsakasiṇa	限定虚空遍
mutta	解脱
phalūpacāra	喻果
aniccānupassī	无常随观者
dakkhiṇasutta	《供奉经》
ñāṇagginā daḍḍhāti	已被智慧之火烧尽
adj	形容词
sammāsambodhi	正自觉
sampayutta	相应
Buddhānussati	佛随念
sallakī	薰陆
dosamūla	嗔根
vicikicchānīvaraṇa	疑盖
sutā	苏妲
kathinakkhandhaka	卡提那章
tīraṇapariññā	判定遍智
gāmakathā	村庄论
sūriyakumāra	日童子
varaṇānagara	刺梨城
akusala cittuppāda	不善心生起
khantī	忍耐
ariyamaggasamaṅgī	具有圣道者
ārammaṇa dhamma	无所缘法
dhammacakkappavattanasutta	转法轮经
paṭṭhānaṭṭhakatha	发趣论义注
patipūjikakumārika	求夫少女
Susima Sutta	《苏西玛经》
therāpadānapāḷi	长老传记
pākaṭaparissaya	明显的危险
upasaggapada	前缀
cetovimutti	心解脱
purejātavatthukatta	前生依处
upekkhako ca viharati	舍住
sampahaṃsanā	身心舒畅
sūciloma	针毛
anāgāmī	不来者
majjhimā paṭipadā	中道
uppatti	生起
kiriyāmanoviññāṇadhātuupekkhāsahagata	舍俱唯作意识界
vikārarūpa	物质的变化
nimmitabuddha	化佛
assa	他的
sabhāga utu	同分气候
asurakaññā	阿苏罗女
khattiyadhītara	公主
sekkha	有学
upekkhāsahagata	舍俱
dhanañcaya	聚财
vajirakumārī	金刚公主
kammavaṭṭa	业轮转
aniccānupassanāñāṇa	无常频观智
anuppannapaññatti	提前制定
āṇatti	命令
uggahanimitta	取相
kappiyakāraka	净人
sekhiya	应被训练
saddakaṇṭakattā	噪音制造者
mūlapada	主题词
maggavīthi	道心路
anāgataṃsañāṇa	未来分智
cetasika	心所
arahattūpanissaya	阿拉汉强依止
paccekasambodhi	独觉菩提
manāyatana	意处
adhiṭṭhānavidhāna	决意的类型
mahāsena	大军
kalyāṇimahācetiya	吉祥大塔
anekavaṇṇa	多色
kuhananiddesa	虚伪义释
upāhana	鞋
yāna	乘
vaḷañjakamusāvādo	常用妄语
vipassanā manodvārika javana vīthi	观意门速行心路
samāpatti	等至
များ	复数
rājadhamma	君王原则
bhavaṅgacalana	有分波动
dukhapaṭipada	苦行道
manda pañña puggala	钝慧者
ācariya	老师
nāma kammaṭṭhāna	名业处
saṅkhārakkhandā	行蕴
upasampadākammavācā	达上甘马文
vipākā dhammā	果报法
pariyatti māna	教理慢
mahārakkhita	大护
kāmataṇhā	欲爱
cetiyaṅgaṇavatta	佛塔四周空地义务
koṭṭhāsa	身分
pavāla	珊瑚
kusalattika	善三法
manda pañña puggala	钝慧者
puggalajjhāsaya	众生意乐
kapilavatthu	咖毕拉瓦图
jhāna vimokkha paccavekkhaṇatā	省察禅那解脱
bhagavantaṃ	世尊
paccayākāra	缘行相
harītaka	诃子
somanassasahagatañāṇasampayutta	悦俱智相应
sahajātādhipatipaccaya	俱生主导缘
bhavacakka	有轮
ချဲ့	扩展
samanantarapaccaya	等无间缘
upa	前缀upa
makkha	覆藏
udayabbayānupassanā ñāṇa	生灭随观智
ghana	密集
setavattha	白衣
sīhapapāta	狮崖湖
adj	形容词
應體證sacchikātabba	應體證
Kasmiragandhāraraṭṭhasāsanavaṃsakathāmagga	迦湿弥罗国的甘达哈的史记
kabaḷīkāra	段食
dantakaṭṭhacchedanagaṇṭhikā	截齿木板
kāmāvacarakusalacetanā	欲界善思
ahetukahetu	无因之因
majjhattapayogatā	中庸加行者
cīvarapalibodha	衣的限制
veṇagga	束稻最先施
kāpila	迦毗罗
maraṇa	死
tiparivaṭṭa	三类
candabhāgā	瞻达帕格
adv	副词
pharasu	长柄斧
sambhava	起源
kalyāṇimahācetiya	吉祥大塔
pakiṇṇaka	杂
cittaviveko	心远离
kāyika dukkha	身苦
vibhavataṇhā	无有爱
nāma paramaṭṭha	名究竟
kathina	卡提那
upatissa	伍巴帝思
sāropamasutta	《芯材譬喻经》
siddhattha	悉塔特
dukkhasacca	苦谛
rājuyyāna	皇家园林
nevasaññānāsaññāyatana jhana javana	非想非非想处禅那速行
cond	条件式
kāmupādāna	欲取
passaddhi	轻安
adhiṭṭhāna	依处
upāyāsa	恼
phussamittā	普沙蜜塔
bhikkhunīdūsaka	奸污比库尼者
citta	心
pupphāsava	花酒
assakaṇṇa	马耳山
jīvita	命
dukkhakkhandha	苦蕴
cariyāpiṭaka-aṭṭhakathā	所行藏·义注
bhaddiyatthera	巴迪亚长老
mahāgopālakasutta	大牧牛者经
lokuttarā sammāsamādhi maggaṅga	出世间正定道支
imp@adv	副词做方式状语
upādāpaññatti	所造概念
gaṇṭhikā	纽
upāsaka	近事男
āhāra	食
atthuddhāra	义注部分
atthapaṭisambhidā	义无碍解智
vidha	箱
appamāṇa dhamma	无量法
appamāṇābha	无量光天
domanassa vedanā	忧受
visayakhetta	境界刹土
paññāpana	施设
vatthasutta	布喻经
anubandhanānaya	随念法
f	阴性
diṭṭhadhammasukhavihāra	现法乐住
nāmakammaṭṭhāna	名业处
ācayagāmittika	流转三法
upādisesa	五蕴剩余
cittajasaddanavakakalāpa	心生以声为第九的色聚
vidatthi	拃
active verb	主动动词
cetana	思考
padesavihārasutta	部分住经
sakattabhāva	我的自我
jhānupekkhā	禅舍
paḷāsa	蛮横
maraṇa dukkha	死苦
anomadassī	高见佛
avijjamāna	不存在的
pāṭha	典籍
arahattūpanissaya	阿拉汉强依止
cīvaradhovanaphalaka	搓衣板
aor	过去式
vassikasāṭika	雨浴衣
kāmabhava	欲有
suvaṇṇakāra	金匠
macchikāsaṇḍa	马奇咖山答
sappāṭihāriya	有出离
Bali	波利
nikhādana	凿子
anapana bhāvanā saññā	入出息修习想
uruvelā	乌鲁韦拉
antappatta	已到达边际者
sumedha	善慧
ahetuvāda	无因论
sammutibrahmāna	选定梵天
upacārasamādhi	近行定
DO-S active verb	主动动词
parideva	悲
vāritta	止持
kāmāsava	欲漏
saṃkicca	桑吉遮
sūkaramaddava	嫩猪肉
ussada	增盛
uddhacca	掉举
chabyāputta	毒蛇
rohiṇiṃ	罗希尼河
tacchakā	达察卡
pariyuṭṭhānamoha	困扰性痴
samuppāda	集起
bhagava	世尊
sammāsamādhi maggaṅga	正定道支
sāmaṇerī	沙马内莉
adukkhamasukha	不苦不乐
saraso	自味
padālatā	足蔓
adhicittasikkhā	增上心学
Samyutta	相应部
pariyantappatta	已到达顶点者
cūḷasotāpanna	小入流者
duccintitacintī	恶思维
ထိုက်	未来被动分词
nirodha ariya sacca	灭圣谛
nāmokāsa	名域
Kammavipākasambhavaṃ	业果生成
akaniṭṭhabhavana	色究竟天
pūtigattatissa	腐臭的帝思
abhinivesaparāmāsa	黏着执着
ekavatthuka	一个基础
appicchakathā	少欲论
Migadāya	鹿野苑
abhippamodayaṁ cittaṁ	令心愉悦
kammāsa	杂色
catudhātuvavatthāna	四界差别
ekattanaya	同一性理
bhāvanāsamādhi	修习定
IAD	同类修饰
cūḷasuññatasutta	cūḷasuññata-sutta
adhikārattha	引导之意
khaṇika cittekaggatā	刹那心一境性
āhārapaccayaniddesa	食缘广释
vīriya	精进
loc	处格
nhānacuṇṇamūla	汤沐邑
vitakka	寻
micchattaniyata	邪性定
samucchedavirati	正断离
aniccānupassanā ñāṇa dassana	无常随观智见
uddhaccasahaga	掉举俱
tibhūmaka	三地
SV	施动者
anaññathatā	不异如性
tambapaṇṇidīpa	铜掌岛
ārammaṇapaccaya	所缘缘
mahābhūta	大种
kumārakassapamātu	童子咖沙巴母
kusala	善
vacana	字
purejātanissaya	前生依止
indriyapaccaya	根缘
sahampati	娑婆主
sassatadiṭṭhi	常见
upalakkhaṇanaya	近相法
ādina	等等
dīghapiṭṭhikapeta	长背鬼
pasādanīya suttanta paccavekkhaṇatā	思惟可喜经文
sāmañña lakkhaṇā	共相
kusinārānagara	古西那拉城
āsandika	方凳
[saṅkhāra dhamma	行法
sakkāyadiṭṭhi	有身见
anantara	无间
parittārammaṇattika	微小所缘三法
ဖို့	目的状语
āyatana	入处
saṃvega	悚惧
utusamuṭṭhāna	时节转起
maggaṅgāni	道支
Abhiññā	神通
ind	不变词
pupphavāhana	布帕瓦哈叻
kaṇṇamuṇḍaka	秃耳湖
gandhakathā	气味论
ācāra	正行
sūkarapeta	猪鬼
Sammohavinoanī	《迷惑冰消》
dasavatthukā micchādiṭṭhi	十事邪见
sahetukahetu	有因之因
erāpatha	巨龙
vicikicchāsahaga moha	疑俱痴
ākāsānañcāyatanasaññāsahagata	空无边处想俱
POS	所有 ➡ 被所有
avitakkaavicāra	无寻无伺
Vesālī	毘舍离
paṭicca	缘
bhokkantagāma	颇甘德村
samādhi	定
sikhara	兽角
khaya vaya	坏灭
paccayapariggaha ñāṇa	缘摄受智
santatisamuṭṭhāna	相续所起
paritta	小
dukkhānupassanā	苦随观
saṅkhāradukkhatā	行苦性
cūḷakāḷa	小黑
paripācana rasa	成熟作用
opaneyyika	值得引近的
kuṇḍalakesī	衮德叻给西
vivaṭanakkhatta	开放节
vemānikapeta	天宫鬼
vaya	灭
sattaṅga	七支椅
piṅgalajātaka	《宾嘎拉本生》
saññā	想
vipassanā	观
SOI verb	动词
udāna-aṭṭhakathā	感慨·义注
anantarapaccayena	无间缘
paṭhamajavana	第一速行
lakkhaṇa	相
rūpāyatana	色处
jīvakambavana	基瓦芒果园
vipariyāsaggāha	颠倒取
virāgānupassanā ñāṇa dassana	离贪随观智见
upanissayapaccayasatti	亲依止缘力
pattapidhāna	钵盖
khaṇika cittekaggatā	刹那心一境性
pahānapariññā	断遍知
manda paññavā	迟钝的智慧
yamunodaka	亚穆纳河水
Kvacīti kasmā?	为什么（经目）有“kvāci （有时）”这个字呢？
girikaṇṇikā	蝶豆
āvajjanavasī	转向自在
phusanā	触
antevāsika	门生
anukaḍḍhanattha	拉取（拽）上面的含义
sosānikadhutaṅga	坟场住头陀支
abhibhāyatanajjhāna	胜处禅那
jātaka	本生
bhāvanācitta	修习之心
bhāṇaka	缸
phoṭṭhabbataṇhā	喜爱触觉
atianiṭṭhārammaṇa	极不可喜所缘
kammavācāsampatti	羯磨语的成就
nt	中性
fpp	未来被动分词
diṭṭhigatika	持主见者
dāna	布施
pītisukhabhūmi	喜乐地
Devatānussati	神随念
suppavāsā	苏帕瓦萨
kokālika	果咖离格
saṅkhyāna	数词
uddhacca]。	掉举
mahākālavatthu	大黑的故事
vattamāna	出现
pañcakkhandha	五蕴
saṃsibbati	缠缚
sampaṭicchana	领受
kaṭattārūpānaṃ	已作色
sammattaniyāma	正性决定
adinna	未给之物
piḷaka	疖子
Phassapaccayā vedana	触缘受
koliyanagara	果利亚城
paññā	慧
vatthusampatti	对象圆满
rohitamaccha	鲑鱼
vipassanā kammaṭṭhāna	观业处
turi	梭
kāyasankhāra	身行
anusāvana	宣告
micchākammanta	错误的业
vivara	揭示
dukkhapaccayaṭṭhāna	苦的支助缘
bhūtapāla	菩塔巴勒
mālabhārī	佩花
ahaṃmāna	自负
ekavokāra	一蕴
paññindriya	慧根
cittassekaggatā	心的一境性
bhāvanācitta	修习之心
nibbatti	转生
abhayagiri	无畏山
Soṇa Mahāthera vatthu	索那长老事
saṅkhāra dhamma	行法
sūriyamaṇḍala	日轮
ānanda	阿难达
anaṅgaṇasutta	《无秽经》
Cāgānussati	舍随念
iddhividha	种种神变
bhavant	尊者
phalanibbāna	果业出现
milinda	弥林德
mahārohita	大赤
vimati	困惑
anatta lakkhaṇa	无我相
chabbaggiya	六人帮
anantarapaccayo	无间缘
nagaraka	小城
palālapīṭha	草木椅
dat	目的格
visaṃsaṭṭha	不相杂
caṇḍālī	旃陀罗女
āsāḷhipuṇṇamā	阿沙黑月圆[日]
haritaca	金肤
bhavataṇhā	有爱
dhammaṭṭhiti	法住
satokārī puggala	念行者
dvipañcaviññāṇa	双五识
jhānassa	禅那的
bandhumatī	亲富
diṭṭhi sampayutta	[邪]见相应
haṃsapātana	鹅崖湖
brahmaloka	梵天界
himavantu	喜马拉雅山
paṭipattisāsana	行道之教法
khandhūpadhi	蕴执
gocarasampajañña	行处正知
disāmukha	朝诸方
brāhmaṇa	婆罗门
sahajātanissaya	俱生依止
Mahāṭī	大义疏
sāketanagara	沙凯塔城
bārāṇasi	巴拉纳西
upanijjhāyana	省思
ñāṇavippayutta	智不相应
sīvali	西瓦离
apadāna	伟人传记
maggaphala	道果
ṭhapananaya	安住法
garukāpatti	重犯
kaṭṭhamukha	卡塔木卡蛇
dasasīla	十戒
vedanākkhandha	受蕴
rūpasaññā	色想
sāḷika	啄木鸟
kaliṅgaraṭṭha	咖林格国
cīnaka	中国豆
vokāra	生命成分
oḷārika	粗
kāyika sukha	身乐
Kassapa	咖沙巴
maddaraṭṭha	马德国
rājakula	元首官邸
tambadāṭhika	红髭
Anupada Sutta	《不断经》
assāsapassāsakāyasaṅkhāra	入息与出息身行
guṇātireka	超卓功德
okāsaloka	空间世界
cakkhuviññāṇadhātuyā	眼识界
arahatta magga	阿拉汉道
asamapekkhana	不平等的看待
bhaddā	善贤
pāḷi	圣典
viññaṇaṭṭhiti	感知停靠处
paṇṇatti	概念
revata	雷瓦德
vipākakkhandhāna	果报(名)蕴
upasagga	前缀
ārammaṇa paṭivedha	所缘通达
sadda	声音
WHP	整体 ➡ 局部
hadayarūpa	心所依处色
tejokasiṇa	火遍
bhaṇḍukamma	剃发仪轨
ahirika	无惭
paccayasannissitasīla	资具依止戒
khandhaniddesa	蕴广说
kathañca	如何
saccā	谛
hattha	肘尺
parikamma vāra	预作的界限
ENM	破折号 ➡ 被罗列
dasasīla	十戒
kusala	善
sacchikātabba	应证知的
āsava	漏
kaṇṇavijjhanamaṅgala	穿耳仪式
DO@AV	主动语态双宾语
bhattuddesaka	指派饭食者
kāliṅgarañña	迦陵伽国王
antava	有边
hemanta	凉季
catunnañca mahābhūtānaṃ upādāyarūpaṃ	依四大种生起的所造色
vemānikapetarāja	天宫鬼王
mugga	绿豆
antimavatthu	边事
sammāsaṅkappa maggaṅga	正思惟道支
ñeyyadhamma	应知法
Paṭiccasamuppāda	缘起法
sānu	沙鲁
အကြောင်း	原因$情况
cakkhuviññāṇadhātuya	眼识界
ārammaṇādhipatipaccaya	所缘增上缘
paṭiccasamuppanna	缘生
caṅkamasutta	经行经
kakacūpamā	锯子喻
gotta	姓氏
Mijjhima-Com	中部-义注
asādiyanta	不乐意接受者
ekakaniddesa	一法广说
uddhacca kukkucca nīvaraṇa	掉举恶作盖
PRE verb	动词
kadariya	吝啬
nevasekkhānāsekkha	即非有学亦非无学
citta saṅkhāra	心行
aniccānupassanā ñāņa	无常随观智
kāmavacara javana	欲界速行
jivhāviññāṇa	舌识
tilabījaka	孢子类
āsevanapaccaya	重复缘
upādiyati	执取
tatiyajjhānabhūmi	三禅地
āloka	光
saupādisesanibbānadhātu	有余涅槃界
arūpino	非色蕴
viññeyya	所识
ādikalyāṇa	初善
anicca	无常
dussīla	恶戒
sakkāyasamudaya	有身（见之）集
asekkha	无学
cakkayuttakayāna	轮式车乘
vuddhi	加强
nivāsana	下裙
nissaraṇavimutti	出离解脱
iṭṭhāniṭṭha	可喜和不可喜
anattānupassanā ñāṇa	无我随观智
PRE	时间优先
vipassanupekkhā	观舍
jayasena	胜鹰
mallaputta	马喇子
vipassanobhāsa	观智之光
saṅghaṭṭana rasa	撞击作用
caṅkama	经行
paṭipassaddha	已平息
cuṇṇavicuṇṇa	齑粉
paccayuppannata	緣起
sammasanarūpa	思维色
ariyamaggañāṇa	圣道智
seṭṭha	富翁
PRE-T verb	动词
suvaṇṇavaṇṇa	拥有金黄肤色
diṭṭhinijjhānakkha	静虑后认可的见解
duggandha	臭气
kañcanapabbata	金山
vatthukāma	desire for materiality
kiṇṇapakkhittā	发酵酒
paññāvimutta	慧解脱
